,,State,District,Level,Name,TRU,Total,sex
Name,1774,29,563,DISTRICT,Uttara Kannada,Rural,503278,Female
Name,1775,29,563,DISTRICT,Uttara Kannada,Urban,207635,Female
Name,1777,29,564,DISTRICT,Haveri,Rural,603717,Female
Name,1778,29,564,DISTRICT,Haveri,Urban,174823,Female
Name,1780,29,565,DISTRICT,Bellary,Rural,758263,Female
Name,1781,29,565,DISTRICT,Bellary,Urban,457378,Female
Name,1783,29,566,DISTRICT,Chitradurga,Rural,654350,Female
Name,1784,29,566,DISTRICT,Chitradurga,Urban,164263,Female
Name,1786,29,567,DISTRICT,Davanagere,Rural,648220,Female
Name,1787,29,567,DISTRICT,Davanagere,Urban,310877,Female
Name,1789,29,568,DISTRICT,Shimoga,Rural,563205,Female
Name,1790,29,568,DISTRICT,Shimoga,Urban,312133,Female
Name,1792,29,569,DISTRICT,Udupi,Rural,444453,Female
Name,1793,29,569,DISTRICT,Udupi,Urban,170777,Female
Name,1795,29,570,DISTRICT,Chikmagalur,Rural,450908,Female
Name,1796,29,570,DISTRICT,Chikmagalur,Urban,120431,Female
Name,1798,29,571,DISTRICT,Tumkur,Rural,1031192,Female
Name,1799,29,571,DISTRICT,Tumkur,Urban,297194,Female
Name,1801,29,572,DISTRICT,Bangalore,Rural,407351,Female
Name,1802,29,572,DISTRICT,Bangalore,Urban,4191539,Female
Name,1804,29,573,DISTRICT,Mandya,Rural,746164,Female
Name,1805,29,573,DISTRICT,Mandya,Urban,154520,Female
Name,1807,29,574,DISTRICT,Hassan,Rural,704075,Female
Name,1808,29,574,DISTRICT,Hassan,Urban,188679,Female
Name,1810,29,575,DISTRICT,Dakshina Kannada,Rural,552079,Female
Name,1811,29,575,DISTRICT,Dakshina Kannada,Urban,502856,Female
Name,1813,29,576,DISTRICT,Kodagu,Rural,239370,Female
Name,1814,29,576,DISTRICT,Kodagu,Urban,40541,Female
Name,1816,29,577,DISTRICT,Mysore,Rural,868214,Female
Name,1817,29,577,DISTRICT,Mysore,Urban,621313,Female
Name,1819,29,578,DISTRICT,Chamarajanagar,Rural,420933,Female
Name,1820,29,578,DISTRICT,Chamarajanagar,Urban,87627,Female
Name,1822,29,579,DISTRICT,Gulbarga,Rural,853631,Female
Name,1823,29,579,DISTRICT,Gulbarga,Urban,410940,Female
Name,1825,29,580,DISTRICT,Yadgir,Rural,474516,Female
Name,1826,29,580,DISTRICT,Yadgir,Urban,109426,Female
Name,1828,29,581,DISTRICT,Kolar,Rural,520897,Female
Name,1829,29,581,DISTRICT,Kolar,Urban,239108,Female
Name,1831,29,582,DISTRICT,Chikkaballapura,Rural,479522,Female
Name,1832,29,582,DISTRICT,Chikkaballapura,Urban,139145,Female
Name,1834,29,583,DISTRICT,Bangalore Rural,Rural,350810,Female
Name,1835,29,583,DISTRICT,Bangalore Rural,Urban,130941,Female
Name,1837,29,584,DISTRICT,Ramanagara,Rural,402439,Female
Name,1838,29,584,DISTRICT,Ramanagara,Urban,132189,Female
Name,1840,30,0,STATE,GOA,Rural,276295,Female
Name,1841,30,0,STATE,GOA,Urban,443110,Female
Name,1843,30,585,DISTRICT,North Goa,Rural,161019,Female
Name,1844,30,585,DISTRICT,North Goa,Urban,240312,Female
Name,1846,30,586,DISTRICT,South Goa,Rural,115276,Female
Name,1847,30,586,DISTRICT,South Goa,Urban,202798,Female
Name,1849,31,0,STATE,LAKSHADWEEP,Rural,6898,Female
Name,1850,31,0,STATE,LAKSHADWEEP,Urban,24452,Female
Name,1852,31,587,DISTRICT,Lakshadweep,Rural,6898,Female
Name,1853,31,587,DISTRICT,Lakshadweep,Urban,24452,Female
Name,1855,32,0,STATE,KERALA,Rural,9063081,Female
Name,1856,32,0,STATE,KERALA,Urban,8315568,Female
Name,1858,32,588,DISTRICT,Kasaragod,Rural,410612,Female
Name,1859,32,588,DISTRICT,Kasaragod,Urban,268150,Female
Name,1861,32,589,DISTRICT,Kannur,Rural,456335,Female
Name,1862,32,589,DISTRICT,Kannur,Urban,885222,Female
Name,1864,32,590,DISTRICT,Wayanad,Rural,399557,Female
Name,1865,32,590,DISTRICT,Wayanad,Urban,16179,Female
Name,1867,32,591,DISTRICT,Kozhikode,Rural,528937,Female
Name,1868,32,591,DISTRICT,Kozhikode,Urban,1086414,Female
Name,1870,32,592,DISTRICT,Malappuram,Rural,1200401,Female
Name,1871,32,592,DISTRICT,Malappuram,Urban,952191,Female
Name,1873,32,593,DISTRICT,Palakkad,Rural,1101658,Female
Name,1874,32,593,DISTRICT,Palakkad,Urban,348798,Female
Name,1876,32,594,DISTRICT,Thrissur,Rural,536491,Female
Name,1877,32,594,DISTRICT,Thrissur,Urban,1103946,Female
Name,1879,32,595,DISTRICT,Ernakulam,Rural,529515,Female
Name,1880,32,595,DISTRICT,Ernakulam,Urban,1133316,Female
Name,1882,32,596,DISTRICT,Idukki,Rural,529684,Female
Name,1883,32,596,DISTRICT,Idukki,Urban,26482,Female
Name,1885,32,597,DISTRICT,Kottayam,Rural,716485,Female
Name,1886,32,597,DISTRICT,Kottayam,Urban,289777,Female
Name,1888,32,598,DISTRICT,Alappuzha,Rural,514930,Female
Name,1889,32,598,DISTRICT,Alappuzha,Urban,599717,Female
Name,1891,32,599,DISTRICT,Pathanamthitta,Rural,565979,Female
Name,1892,32,599,DISTRICT,Pathanamthitta,Urban,69717,Female
Name,1894,32,600,DISTRICT,Kollam,Rural,767530,Female
Name,1895,32,600,DISTRICT,Kollam,Urban,620877,Female
Name,1897,32,601,DISTRICT,Thiruvananthapuram,Rural,804967,Female
Name,1898,32,601,DISTRICT,Thiruvananthapuram,Urban,914782,Female
Name,1900,33,0,STATE,TAMIL NADU,Rural,18550525,Female
Name,1901,33,0,STATE,TAMIL NADU,Urban,17458530,Female
Name,1903,33,602,DISTRICT,Thiruvallur,Rural,649247,Female
Name,1904,33,602,DISTRICT,Thiruvallur,Urban,1202795,Female
Name,1906,33,603,DISTRICT,Chennai,Rural,0,Female
Name,1907,33,603,DISTRICT,Chennai,Urban,2310888,Female
Name,1909,33,604,DISTRICT,Kancheepuram,Rural,724937,Female
Name,1910,33,604,DISTRICT,Kancheepuram,Urban,1260357,Female
Name,1912,33,605,DISTRICT,Vellore,Rural,1117243,Female
Name,1913,33,605,DISTRICT,Vellore,Urban,857400,Female
Name,1915,33,606,DISTRICT,Tiruvannamalai,Rural,980204,Female
Name,1916,33,606,DISTRICT,Tiruvannamalai,Urban,248782,Female
Name,1918,33,607,DISTRICT,Viluppuram,Rural,1458310,Female
Name,1919,33,607,DISTRICT,Viluppuram,Urban,259744,Female
Name,1921,33,608,DISTRICT,Salem,Rural,824660,Female
Name,1922,33,608,DISTRICT,Salem,Urban,875825,Female
Name,1924,33,609,DISTRICT,Namakkal,Rural,509792,Female
Name,1925,33,609,DISTRICT,Namakkal,Urban,347529,Female
Name,1927,33,610,DISTRICT,Erode,Rural,541375,Female
Name,1928,33,610,DISTRICT,Erode,Urban,580501,Female
Name,1930,33,611,DISTRICT,The Nilgiris,Rural,153830,Female
Name,1931,33,611,DISTRICT,The Nilgiris,Urban,221421,Female
Name,1933,33,612,DISTRICT,Dindigul,Rural,673130,Female
Name,1934,33,612,DISTRICT,Dindigul,Urban,405707,Female
Name,1936,33,613,DISTRICT,Karur,Rural,317348,Female
Name,1937,33,613,DISTRICT,Karur,Urban,218961,Female
Name,1939,33,614,DISTRICT,Tiruchirappalli,Rural,695705,Female
Name,1940,33,614,DISTRICT,Tiruchirappalli,Urban,674301,Female
Name,1942,33,615,DISTRICT,Perambalur,Rural,234134,Female
Name,1943,33,615,DISTRICT,Perambalur,Urban,48932,Female
Name,1945,33,616,DISTRICT,Ariyalur,Rural,337847,Female
Name,1946,33,616,DISTRICT,Ariyalur,Urban,42344,Female
Name,1948,33,617,DISTRICT,Cuddalore,Rural,851864,Female
Name,1949,33,617,DISTRICT,Cuddalore,Urban,442353,Female
Name,1951,33,618,DISTRICT,Nagapattinam,Rural,632457,Female
Name,1952,33,618,DISTRICT,Nagapattinam,Urban,185866,Female
Name,1954,33,619,DISTRICT,Thiruvarur,Rural,506528,Female
Name,1955,33,619,DISTRICT,Thiruvarur,Urban,131056,Female
Name,1957,33,620,DISTRICT,Thanjavur,Rural,789354,Female
Name,1958,33,620,DISTRICT,Thanjavur,Urban,434120,Female
Name,1960,33,621,DISTRICT,Pudukkottai,Rural,656486,Female
Name,1961,33,621,DISTRICT,Pudukkottai,Urban,158671,Female
Name,1963,33,622,DISTRICT,Sivaganga,Rural,464046,Female
Name,1964,33,622,DISTRICT,Sivaganga,Urban,206383,Female
Name,1966,33,623,DISTRICT,Madurai,Rural,590204,Female
Name,1967,33,623,DISTRICT,Madurai,Urban,921573,Female
Name,1969,33,624,DISTRICT,Theni,Rural,284538,Female
Name,1970,33,624,DISTRICT,Theni,Urban,335678,Female
Name,1972,33,625,DISTRICT,Virudhunagar,Rural,481702,Female
Name,1973,33,625,DISTRICT,Virudhunagar,Urban,492877,Female
Name,1975,33,626,DISTRICT,Ramanathapuram,Rural,468238,Female
Name,1976,33,626,DISTRICT,Ramanathapuram,Urban,202549,Female
Name,1978,33,627,DISTRICT,Thoothukkudi,Rural,443013,Female
Name,1979,33,627,DISTRICT,Thoothukkudi,Urban,442142,Female
Name,1981,33,628,DISTRICT,Tirunelveli,Rural,788276,Female
Name,1982,33,628,DISTRICT,Tirunelveli,Urban,768045,Female
Name,1984,33,629,DISTRICT,Kanniyakumari,Rural,165634,Female
Name,1985,33,629,DISTRICT,Kanniyakumari,Urban,778395,Female
Name,1987,33,630,DISTRICT,Dharmapuri,Rural,602716,Female
Name,1988,33,630,DISTRICT,Dharmapuri,Urban,129824,Female
Name,1990,33,631,DISTRICT,Krishnagiri,Rural,709002,Female
Name,1991,33,631,DISTRICT,Krishnagiri,Urban,210575,Female
Name,1993,33,632,DISTRICT,Coimbatore,Rural,420073,Female
Name,1994,33,632,DISTRICT,Coimbatore,Urban,1308675,Female
Name,1996,33,633,DISTRICT,Tiruppur,Rural,478632,Female
Name,1997,33,633,DISTRICT,Tiruppur,Urban,754261,Female
Name,1999,34,0,STATE,PUDUCHERRY,Rural,200293,Female
Name,2000,34,0,STATE,PUDUCHERRY,Urban,435149,Female
Name,2002,34,634,DISTRICT,Yanam,Rural,0,Female
Name,2003,34,634,DISTRICT,Yanam,Urban,28325,Female
Name,2005,34,635,DISTRICT,Puducherry,Rural,148311,Female
Name,2006,34,635,DISTRICT,Puducherry,Urban,333720,Female
Name,2008,34,636,DISTRICT,Mahe,Rural,0,Female
Name,2009,34,636,DISTRICT,Mahe,Urban,22673,Female
Name,2011,34,637,DISTRICT,Karaikal,Rural,51982,Female
Name,2012,34,637,DISTRICT,Karaikal,Urban,50431,Female
Name,2014,35,0,STATE,ANDAMAN & NICOBAR ISLANDS,Rural,110806,Female
Name,2015,35,0,STATE,ANDAMAN & NICOBAR ISLANDS,Urban,66904,Female
Name,2017,35,638,DISTRICT,Nicobars,Rural,16115,Female
Name,2018,35,638,DISTRICT,Nicobars,Urban,0,Female
Name,2020,35,639,DISTRICT,North  & Middle Andaman,Rural,49399,Female
Name,2021,35,639,DISTRICT,North  & Middle Andaman,Urban,1337,Female
Name,2023,35,640,DISTRICT,South Andaman,Rural,45292,Female
Name,2024,35,640,DISTRICT,South Andaman,Urban,65567,Female
